count,type,codename,friendlyname,review
1,identifier,DoGraphicUtilitiesDialog,do graphic utilities dialog,
1,identifier,DoNotExportInvalidXML,do not export invalid xml,
1,identifier,DoNotGenerateErrorLog,do not generate error log,
1,identifier,DocDir,document dir,
1,identifier,DocId,document id,
1,identifier,DocIsDoubleSided,document is double sided,
1,identifier,DocIsViewOnly,document is view only,
1,identifier,DocOpenType,document open type,
1,identifier,DocSaveType,document save type,
1,identifier,DocServerState,document server state,
1,identifier,DocServerUrl,document server url,
1,identifier,DocType,document type,
1,identifier,DontChangePageCount,dont change page count,
1,identifier,DontShowWelcomeScreen,dont show welcome screen,
1,identifier,DontUpdateXRefs,dont update x refs,
1,identifier,ELEM_BAM,element bam,
1,identifier,ELEM_CHANGE_CAT_AT_SEL,element change cat at selection,
1,identifier,ELEM_INSERT_CUSTOM_1,element insert custom 1,
1,identifier,ELEM_INSERT_CUSTOM_10,element insert custom 10,
1,identifier,ELEM_INSERT_CUSTOM_2,element insert custom 2,
1,identifier,ELEM_INSERT_CUSTOM_3,element insert custom 3,
1,identifier,ELEM_INSERT_CUSTOM_4,element insert custom 4,
1,identifier,ELEM_INSERT_CUSTOM_5,element insert custom 5,
1,identifier,ELEM_INSERT_CUSTOM_6,element insert custom 6,
1,identifier,ELEM_INSERT_CUSTOM_7,element insert custom 7,
1,identifier,ELEM_INSERT_CUSTOM_8,element insert custom 8,
1,identifier,ELEM_INSERT_CUSTOM_9,element insert custom 9,
1,identifier,ELEM_INS_CAT_AT_SEL,element insert cat at selection,
1,identifier,ELEM_WRAP_CAT_AT_SEL,element wrap cat at selection,
1,identifier,END_DIALOG,end dialog,
1,identifier,END_WINDOW,end window,
1,identifier,EXTEND_SEL,extend selection,
1,identifier,EditMenu,edit menu,
1,identifier,ElemPrefixSuffix,element prefix suffix,
1,identifier,ElementBoundaryDisplay,element boundary display,
1,identifier,ElementCa,element ca,
1,identifier,ElementCatalogEntries,element catalog entries,
1,identifier,ElementDataType,element data type,
1,identifier,ElementDe,element de,
1,identifier,ElementDefCatalog,element definition catalog,
1,identifier,ElementDefType,element definition type,
1,identifier,ElementDescription,element description,
1,identifier,ElementIsExcludedInContext,element is excluded in context,
1,identifier,ElementIsInvalidInParent,element is invalid in parent,
1,identifier,ElementIsInvalidInPosition,element is invalid in position,
1,identifier,ElementIsTopicGroup,element is topic group,
1,identifier,ElementIsTopicHead,element is topic head,
1,identifier,ElementIsTopicRef,element is topic reference,
1,identifier,ElementIsUndefined,element is undefined,
1,identifier,ElementMarkedForNamedDestination,element marked for named destination,
1,identifier,ElementPgfFormat,element paragraph format,
1,identifier,ElementRa,element ra,
1,identifier,ElementRang,element rang,
1,identifier,ElementType,element type,
1,identifier,ElementTypeMismatch,element type mismatch,
1,identifier,EnableAutoSpellCheck,enable auto spell check,
1,identifier,EnabledWhen,enabled when,
1,identifier,EndInsetExample,end inset example,
1,identifier,EqnIntegralSize,equation integral size,
1,identifier,EqnIntegralSizeLarge,equation integral size large,
1,identifier,EqnIntegralSizeMed,equation integral size med,
1,identifier,EqnIntegralSizeSmall,equation integral size small,
1,identifier,EqnLevel1,equation level1,
1,identifier,EqnLevel1SizeLarge,equation level1 size large,
1,identifier,EqnLevel1SizeMed,equation level1 size med,
1,identifier,EqnLevel1SizeSmall,equation level1 size small,
1,identifier,EqnLevel2SizeLarge,equation level2 size large,
1,identifier,EqnLevel2SizeMed,equation level2 size med,
1,identifier,EqnLevel2SizeSmall,equation level2 size small,
1,identifier,EqnLevel3SizeLarge,equation level3 size large,
1,identifier,EqnLevel3SizeMed,equation level3 size med,
1,identifier,EqnLevel3SizeSmall,equation level3 size small,
1,identifier,EqnSigmaSizeLarge,equation sigma size large,
1,identifier,EqnSigmaSizeMed,equation sigma size med,
1,identifier,EqnSigmaSizeSmall,equation sigma size small,
1,identifier,EquationBreak,equation break,
1,identifier,ErrorInBookComponent,error in book component,
1,identifier,ExcludeBookComponent,exclude book component,
1,identifier,ExpandAllAttrDisplays,expand all attribute displays,
1,identifier,ExpandOMaticParent,expand o matic parent,
1,identifier,ExportFilters,export filters,
1,identifier,ExtractElementTags,extract element tags,
1,identifier,FM_RPT_CMDS_BY_SHORTCUT,fm rpt cmds by shortcut,
1,identifier,FM_RPT_CMDS_BY_TAG,fm rpt cmds by tag,
1,identifier,FM_SEPARATOR,fm separator,
1,identifier,FM_TERMINATE,fm terminate,
1,identifier,FOCUS_INPUT_ATTREDITOR,focus input attreditor,
1,identifier,FOCUS_INPUT_CELLFMT,focus input cellfmt,
1,identifier,FOCUS_INPUT_COND,focus input condition,
1,identifier,FOCUS_INPUT_CUSTRS,focus input custrs,
1,identifier,FOCUS_INPUT_DOC,focus input document,
1,identifier,FOCUS_INPUT_ELEM_CTX,focus input element context,
1,identifier,FOCUS_INPUT_ELEM_CTX_AV,focus input element context av,
1,identifier,FOCUS_INPUT_FONTFMT,focus input fontfmt,
1,identifier,FOCUS_INPUT_HYPERTEXT,focus input hypertext,
1,identifier,FOCUS_INPUT_MARKER,focus input marker,
1,identifier,FOCUS_INPUT_PGFFMT,focus input pgffmt,
1,identifier,FOCUS_INPUT_SEARCH,focus input search,
1,identifier,FOCUS_INPUT_SPELL,focus input spell,
1,identifier,FOCUS_INPUT_STRWIN,focus input strwin,
1,identifier,FOCUS_INPUT_TBLFMT,focus input tblfmt,
1,identifier,FOCUS_INPUT_VALIDATION,focus input validation,
1,identifier,FaceName,face name,
1,identifier,FamilyName,family name,
1,identifier,FieldTag,field tag,
1,identifier,FieldValue,field value,
1,identifier,FileExtensionOverride,file extension override,
1,identifier,FileName,file name,
1,identifier,FileNameSuffix,file name suffix,
1,identifier,FindFont,find font,
1,identifier,FirstAttrCondExprInDoc,first attribute condition expression in document,
1,identifier,FirstBodyPageInDoc,first body page in document,
1,identifier,FirstColorInDoc,first color in document,
1,identifier,FirstCombinedFontDefnInDoc,first combined font defn in document,
1,identifier,FirstCommandInSession,first command in session,
1,identifier,FirstComponentInBookComponent,first component in book component,
1,identifier,FirstCondFmtInDoc,first condition format in document,
1,identifier,FirstDITAConrefElementInDoc,first dita conref element in document,
1,identifier,FirstDITALinkElementInDoc,first dita link element in document,
1,identifier,FirstDITATopicrefElementInDoc,first dita topicref element in document,
1,identifier,FirstDITATopicsetrefElementInDoc,first dita topicsetref element in document,
1,identifier,FirstDITAXrefElementInDoc,first dita cross reference (XREF) element in document,
1,identifier,FirstFlowInDoc,first flow in document,
1,identifier,FirstFnInDoc,first footnote in document,
1,identifier,FirstGraphicInDoc,first graphic in document,
1,identifier,FirstGraphicInGroup,first graphic in group,
1,identifier,FirstIndentChange,first indent change,
1,identifier,FirstIndentIsRelative,first indent is relative,
1,identifier,FirstIndentRelPos,first indent rel position,
1,identifier,FirstInlineComponentInDoc,first inline component in document,
1,identifier,FirstKeyCatalogInSession,first key catalog in session,
1,identifier,FirstLeft,first left,
1,identifier,FirstMarkerTypeInDoc,first marker type in document,
1,identifier,FirstMasterPageInDoc,first master page in document,
1,identifier,FirstMenuItemInMenu,first menu item in menu,
1,identifier,FirstMenuItemInSession,first menu item in session,
1,identifier,FirstPageVerso,first page verso,
1,identifier,FirstPgfInDoc,first paragraph in document,
1,identifier,FirstRefPageInDoc,first reference page in document,
1,identifier,FirstRight,first right,
1,identifier,FirstRubiInDoc,first rubi in document,
1,identifier,FirstRulingFmtInDoc,first ruling format in document,
1,identifier,FirstSelectedComponentInBook,first selected component in book,
1,identifier,FirstSelectedTiInDoc,first selected text inset in document,
1,identifier,FirstSubCol,first sub column,
1,identifier,FirstTblFmtInDoc,first table format in document,
1,identifier,FirstTiInDoc,first text inset in document,
1,identifier,FirstVarFmtInDoc,first variable format in document,
1,identifier,FirstVarInDoc,first variable in document,
1,identifier,FirstXRefFmtInDoc,first x reference format in document,
1,identifier,FirstXRefInDoc,first x reference in document,
1,identifier,FlowDir,flow dir,
1,identifier,FlowIsAutoConnect,flow is auto connect,
1,identifier,FlowIsFeathered,flow is feathered,
1,identifier,FlowIsPostScript,flow is post script,
1,identifier,FlowTag,flow tag,
1,identifier,FmtChange,format change,
1,identifier,FmtChangeListCatalog,format change list catalog,
1,identifier,FmtChangeListInCatalog,format change list in catalog,
1,identifier,FmtChangeListTag,format change list tag,
1,identifier,FmtRuleClau,format rule clau,
1,identifier,FmtRuleType,format rule type,
1,identifier,FnAnchorString,footnote anchor string,
1,identifier,FnFmt,footnote format,
1,identifier,FnHeightPerCol,footnote height per column,
1,identifier,FnInstancePosition,footnote instance position,
1,identifier,FnInstancePrefix,footnote instance prefix,
1,identifier,FnInstanceSuffix,footnote instance suffix,
1,identifier,FnNum,footnote number,
1,identifier,FnRefPosition,footnote reference position,
1,identifier,FnRefPrefix,footnote reference prefix,
1,identifier,FnRefSuffix,footnote reference suffix,
1,identifier,FontFamilyAttributes,font family attributes,
1,identifier,FontSizeChange,font size change,
1,identifier,FooterC,footer c,
1,identifier,FooterL,footer l,
1,identifier,FooterR,footer r,
1,identifier,FormatA,format a,
1,identifier,FormatMenu,format menu,
1,identifier,FormatTag,format tag,
1,identifier,FrameRoman,frame roman,
1,identifier,FrameScript,frame script,
1,identifier,FrameServer,frame server,
1,identifier,FrameViewer,frame viewer,
1,identifier,FramerMaker,framer maker,
1,identifier,FramerScript,framer script,
1,identifier,FurthestEdge,furthest edge,
1,identifier,GeneralRule,general rule,
1,identifier,GeneralRuleErrorOffsets,general rule error offsets,
1,identifier,GenerateAdobeAcrobatData,generate adobe acrobat data,
1,identifier,GenericCMSworks,generic cm sworks,
1,identifier,GetAllKeyDefinitions,get all key definitions,
1,identifier,GetAllKeys,get all keys,
1,identifier,GetCMSObjectFromPath,get content management system object from path,
1,identifier,GetConditionalExpression,get conditional expression,
1,identifier,GetConditionalSettings,get conditional settings,
1,identifier,GetKeyDefinition,get key definition,
1,identifier,GetNamedBook,get named book,
1,identifier,GetNamedCom,get named com,
1,identifier,GetNamedCombinedFontDefn,get named combined font defn,
1,identifier,GetNamedCommand,get named command,
1,identifier,GetNamedMarkerType,get named marker type,
1,identifier,GetNamedMenuItemSeparator,get named menu item separator,
1,identifier,GetNamedX,get named x,
1,identifier,GetNamedXRefFmt,get named x reference format,
1,identifier,GetNextIteratorItem,get next iterator item,
1,identifier,GotoBehavior,goto behavior,
1,identifier,GraphicIsButton,graphic is button,
1,identifier,GraphicsFmt,graphics format,
1,identifier,GraphicsMenu,graphics menu,
1,identifier,GreekSize,greek size,
1,identifier,HIGH_CHAR,high character,
1,identifier,HIGH_CHAR_NEXT,high character next,
1,identifier,HIGH_CHAR_PREV,high character previous,
1,identifier,HIGH_CLEAR,high clear,
1,identifier,HIGH_COL_BOT,high column bot,
1,identifier,HIGH_COL_TOP,high column top,
1,identifier,HIGH_ELEMENT,high element,
1,identifier,HIGH_ELEMENT_NEXT,high element next,
1,identifier,HIGH_ELEMENT_PREV,high element previous,
1,identifier,HIGH_FLOW,high flow,
1,identifier,HIGH_FLOW_BEG,high flow beginning,
1,identifier,HIGH_FLOW_END,high flow end,
1,identifier,HIGH_HYPERTEXT,high hypertext,
1,identifier,HIGH_LINE,high line,
1,identifier,HIGH_LINE_BEG,high line beginning,
1,identifier,HIGH_LINE_DOWN,high line down,
1,identifier,HIGH_LINE_END,high line end,
1,identifier,HIGH_LINE_NEXT,high line next,
1,identifier,HIGH_LINE_PREV,high line previous,
1,identifier,HIGH_LINE_UP,high line up,
1,identifier,HIGH_PARENT,high parent,
1,identifier,HIGH_PGF,high paragraph,
1,identifier,HIGH_PGF_NEXT,high paragraph next,
1,identifier,HIGH_PGF_PREV,high paragraph previous,
1,identifier,HIGH_SAMECB,high samecb,
1,identifier,HIGH_SAMECOND,high samecond,
1,identifier,HIGH_SENT,high sent,
1,identifier,HIGH_SENT_NEXT,high sent next,
1,identifier,HIGH_SENT_PREV,high sent previous,
1,identifier,HIGH_SHL,high shl,
1,identifier,HIGH_SHR,high shr,
1,identifier,HIGH_SIBLINGS,high siblings,
1,identifier,HIGH_WORD,high word,
1,identifier,HIGH_WORD_NEXT,high word next,
1,identifier,HIGH_WORD_PREV,high word previous,
1,identifier,HardSpace,hard space,
1,identifier,HeadLamp,head lamp,
1,identifier,HeadType,head type,
1,identifier,HeaderC,header c,
1,identifier,HeaderL,header l,
1,identifier,HeaderR,header r,
1,identifier,HelpDir,help dir,
1,identifier,HelpLink,help link,
1,identifier,HelpMenu,help menu,
1,identifier,HiddenPag,hidden pag,
1,identifier,HoleBeforeElement,hole before element,
1,identifier,HostName,host name,
1,identifier,HypertextParse,hypertext parse,
1,identifier,HypertextParseErr,hypertext parse err,
1,identifier,HypertextParseErrMsg,hypertext parse err msg,
1,identifier,HypertextParsedArgs,hypertext parsed args,
1,identifier,HypertextParsedClientName,hypertext parsed client name,
1,identifier,HypertextParsedCmdDes,hypertext parsed command des,
1,identifier,HypertextParsedCmdDest,hypertext parsed command dest,
1,identifier,HypertextParsedCmdDestObjID,hypertext parsed command dest object id,
1,identifier,HypertextParsedCmdDestObjType,hypertext parsed command dest object type,
1,identifier,HypertextParsedCmdMatrixColumns,hypertext parsed command matrix columns,
1,identifier,HypertextParsedCmdMatrixRows,hypertext parsed command matrix rows,
1,identifier,HypertextParsedDIFileName,hypertext parsed di file name,
1,identifier,HypertextParsedFlowName,hypertext parsed flow name,
1,identifier,HypertextParsedLinkName,hypertext parsed link name,
1,identifier,HypertextParsedMessage,hypertext parsed message,
1,identifier,HypertextParsedPageName,hypertext parsed page name,
1,identifier,HypertextParsedTitle,hypertext parsed title,
1,identifier,HypertextValidateErr,hypertext validate err,
1,identifier,HyphenMaxLines,hyphen max lines,
1,identifier,HyphenMinPrefix,hyphen min prefix,
1,identifier,HyphenMinSuffix,hyphen min suffix,
1,identifier,HyphenMinWord,hyphen min word,
1,identifier,INIT_DIALOG,initialize dialog,
1,identifier,INLINE_TYPEIN,inline typein,
1,identifier,IconBarOn,icon bar on,
1,identifier,IdValuePair,id value pair,
1,identifier,ImportObEditor,import ob editor,
1,identifier,ImportObNameDI,import ob name di,
1,identifier,ImportURL,import url,
1,identifier,InFooter,in footer,
1,identifier,IncludeParagraphTagsinBookmarkText,include paragraph tagsin bookmark text,
1,identifier,InitDir,initialize dir,
1,identifier,InitStructurePattern,initialize structure pattern,
1,identifier,InkName,ink name,
1,identifier,InlineCompo,inline compo,
1,identifier,InlineComponent,inline component,
1,identifier,InlineComponentLinks,inline component links,
1,identifier,InlineComponentTag,inline component tag,
1,identifier,InsetDpi,inset dots per inch,
1,identifier,InsetEditor,inset editor,
1,identifier,InsetFile,inset file,
1,identifier,InsetGfxName,inset graphic name,
1,identifier,InsetGfxPlayWindowInPdf,inset graphic play window in pdf,
1,identifier,InsetIsFixedSize,inset is fixed size,
1,identifier,InsetIsFlippedSideways,inset is flipped sideways,
1,identifier,InsetJavaScriptAttached,inset java script attached,
1,identifier,InsetMonikerFilePath,inset moniker file path,
1,identifier,InsetOpacity,inset opacity,
1,identifier,InsetPosterFile,inset poster file,
1,identifier,InsetSaveFacetToFile,inset save facet to file,
1,identifier,InsetScaling,inset scaling,
1,identifier,InsetU3dViewList,inset u3d view list,
1,identifier,InsetUpdater,inset updater,
1,identifier,InvalidHighestLevel,invalid highest level,
1,identifier,InvariantName,invariant name,
1,identifier,IsFixedSize,is fixed size,
1,identifier,IsFolderWith,is folder with,
1,identifier,IsTempOpenSave,is temp open save,
1,identifier,IsTextRange,is text range,
1,identifier,ItalicFlag,italic flag,
1,identifier,KeyCatalogClientName,key catalog client name,
1,identifier,KeyCatalogWorkflow,key catalog workflow,
1,identifier,KeyCatalogWorkflowAuthoring,key catalog workflow authoring,
1,identifier,KeyCatalogWorkflowPublishing,key catalog workflow publishing,
1,identifier,KeyCatalogWorkflowSearchIng,key catalog workflow search ing,
1,identifier,KeyCount,key count,
1,identifier,KeyboardShortcutLabel,keyboard shortcut label,
1,identifier,KeyboardShortcuts,keyboard shortcuts,
1,identifier,KumihanCatalog,kumihan catalog,
1,identifier,LEAVE_DOC,leave document,
1,identifier,LastBodyPageInDoc,last body page in document,
1,identifier,LastChildElement,last child element,
1,identifier,LastGraphicInGroup,last graphic in group,
1,identifier,LastMasterPageInDoc,last master page in document,
1,identifier,LastPgfClauses,last paragraph clauses,
1,identifier,LastRefPageInDoc,last reference page in document,
1,identifier,LastRowInTbl,last row in table,
1,identifier,LastSubCol,last sub column,
1,identifier,LastTextFrameInFlow,last text frame in flow,
1,identifier,LeadingChange,leading change,
1,identifier,LeftColNum,left column number,
1,identifier,LeftIndentChange,left indent change,
1,identifier,LeftMargin,left margin,
1,identifier,LeftOfCol,left of column,
1,identifier,LeftRight,left right,
1,identifier,LineBreakAfter,line break after,
1,identifier,LineNumDistance,line number distance,
1,identifier,LineNumRestart,line number restart,
1,identifier,LineNumShow,line number show,
1,identifier,LineSpacingFixed,line spacing fixed,
1,identifier,ListBox,list box,
1,identifier,ListView,list view,
1,identifier,LockAndContinue,lock and continue,
1,identifier,MENU_BARSTART,menu barstart,
1,identifier,MENU_DONE,menu done,
1,identifier,MENU_DOWN,menu down,
1,identifier,MENU_DOWNWAIT,menu downwait,
1,identifier,MENU_EXPOSE_WIN,menu expose win,
1,identifier,MENU_HYPERTEXT,menu hypertext,
1,identifier,MENU_IMPORT_FILE,menu import file,
1,identifier,MENU_RIGHT,menu right,
1,identifier,MENU_RIGHTWAIT,menu rightwait,
1,identifier,MENU_WAITBIT,menu waitbit,
1,identifier,MIF_SAVE_AFMS,mif save afms,
1,identifier,MIF_SAVE_BANNERTEXT,mif save bannertext,
1,identifier,MIF_SAVE_CCAT,mif save ccat,
1,identifier,MIF_SAVE_COLORCAT,mif save colorcat,
1,identifier,MIF_SAVE_DATALINKS,mif save datalinks,
1,identifier,MIF_SAVE_DICT,mif save dict,
1,identifier,MIF_SAVE_ECAT,mif save ecat,
1,identifier,MIF_SAVE_ELEMENTS,mif save elements,
1,identifier,MIF_SAVE_FCAT,mif save fcat,
1,identifier,MIF_SAVE_FMTS,mif save fmts,
1,identifier,MIF_SAVE_FONTS,mif save fonts,
1,identifier,MIF_SAVE_FPLCAT,mif save fplcat,
1,identifier,MIF_SAVE_LAYT,mif save layt,
1,identifier,MIF_SAVE_MKRS,mif save mkrs,
1,identifier,MIF_SAVE_MPAGE,mif save mpage,
1,identifier,MIF_SAVE_PCAT,mif save pcat,
1,identifier,MIF_SAVE_RUBIS,mif save rubis,
1,identifier,MIF_SAVE_TABLECATS,mif save tablecats,
1,identifier,MIF_SAVE_TABLES,mif save tables,
1,identifier,MIF_SAVE_TAGS,mif save tags,
1,identifier,MIF_SAVE_TEXT,mif save text,
1,identifier,MIF_SAVE_TEXTINSETS,mif save textinsets,
1,identifier,MIF_SAVE_TMPLT,mif save tmplt,
1,identifier,MIF_SAVE_VARS,mif save vars,
1,identifier,MIF_SAVE_VIEWSET,mif save viewset,
1,identifier,MRU_SELECT_FILE,mru select file,
1,identifier,MagicMarker,magic marker,
1,identifier,MainFlow,main flow,
1,identifier,MakePageCountEven,make page count even,
1,identifier,MakePageCountOdd,make page count odd,
1,identifier,MakerPopup,maker popup,
1,identifier,ManageConditionalExpressions,manage conditional expressions,
1,identifier,MarkedForNamed,marked for named,
1,identifier,MarkedForNamedDestination,marked for named destination,
1,identifier,MarkerNames,marker names,
1,identifier,MarkerTyp,marker typ,
1,identifier,MarkerTypeCatalog,marker type catalog,
1,identifier,MatchingFirst,matching first,
1,identifier,MatchingFirstPgfClauses,matching first paragraph clauses,
1,identifier,MatchingLastPgfClauses,matching last paragraph clauses,
1,identifier,MatchingObjectClauses,matching object clauses,
1,identifier,MatchingPrefixClauses,matching prefix clauses,
1,identifier,MatchingSuffixClauses,matching suffix clauses,
1,identifier,MatchingTextClauses,matching text clauses,
1,identifier,MathMLComposeDpi,math ml compose dots per inch,
1,identifier,MathMLData,math ml data,
1,identifier,MathMLDpi,math ml dots per inch,
1,identifier,MathMLFontSize,math ml font size,
1,identifier,MathMLIsFixedSize,math ml is fixed size,
1,identifier,MathMLIsFlippedSideways,math ml is flipped sideways,
1,identifier,MathMLIsInverted,math ml is inverted,
1,identifier,MathMLStyleComposeDpi,math ml style compose dots per inch,
1,identifier,MathMLStyleDpi,math ml style dots per inch,
1,identifier,MathMLStyleFontSize,math ml style font size,
1,identifier,MathMLStyleInline,math ml style inline,
1,identifier,MathMLXmlData,math ml xml data,
1,identifier,MathSize,math size,
1,identifier,MaxBottomMargin,max bottom margin,
1,identifier,MaxFirstIndent,max first indent,
1,identifier,MaxFontSize,max font size,
1,identifier,MaxInterPgfPadding,max inter paragraph padding,
1,identifier,MaxInterlinePadding,max interline padding,
1,identifier,MaxLeading,max leading,
1,identifier,MaxLeftIndent,max left indent,
1,identifier,MaxLeftMargin,max left margin,
1,identifier,MaxRightIndent,max right indent,
1,identifier,MaxRightMargin,max right margin,
1,identifier,MaxSpaceAbove,max space above,
1,identifier,MaxSpaceBelow,max space below,
1,identifier,MaxStretch,max stretch,
1,identifier,MaxTabPosition,max tab position,
1,identifier,MaxTopMargin,max top margin,
1,identifier,MenuBar,menu bar,
1,identifier,MenuIte,menu ite,
1,identifier,MenuItemType,menu item type,
1,identifier,MenuType,menu type,
1,identifier,MetaFile,meta file,
1,identifier,MinBottomMargin,min bottom margin,
1,identifier,MinFirstIndent,min first indent,
1,identifier,MinFontSize,min font size,
1,identifier,MinHang,min hang,
1,identifier,MinLeading,min leading,
1,identifier,MinLeftIndent,min left indent,
1,identifier,MinLeftMargin,min left margin,
1,identifier,MinRightIndent,min right indent,
1,identifier,MinRightMargin,min right margin,
1,identifier,MinSpaceAbove,min space above,
1,identifier,MinSpaceBelow,min space below,
1,identifier,MinStretch,min stretch,
1,identifier,MinTabPosition,min tab position,
1,identifier,MinTopMargin,min top margin,
1,identifier,MoveTabs,move tabs,
1,identifier,MyDirectory,my directory,
1,identifier,MyFavorite,my favorite,
1,identifier,MyFavoritesMenu,my favorites menu,
1,identifier,MyFormat,my format,
1,identifier,MySubdirectory,my subdirectory,
1,identifier,NULLINPUT,nullinput,
1,identifier,NameNotFound,name not found,
1,identifier,NameoftheFrameMaker,nameofthe frame maker,
1,identifier,NamespaceScope,namespace scope,
1,identifier,NarrowRubiSpaceForOther,narrow rubi space for other,
1,identifier,NearestEdge,nearest edge,
1,identifier,NeedsDpi,needs dots per inch,
1,identifier,NewAnchoredFormat,new anchored format,
1,identifier,NewAnchoredFormattedVar,new anchored formatted variable,
1,identifier,NewBookCompo,new book compo,
1,identifier,NewBookComponentOfTypeInHierarchy,new book component of type in hierarchy,
1,identifier,NewExpr1,new expr1,
1,identifier,NewExpr2,new expr2,
1,identifier,NewFirst,new first,
1,identifier,NewFirstPgfRules,new first paragraph rules,
1,identifier,NewKeyDefinition,new key definition,
1,identifier,NewNamedBook,new named book,
1,identifier,NewNamedCharFmt,new named character format,
1,identifier,NewNamedCommand,new named command,
1,identifier,NewNamedEle,new named element,
1,identifier,NewNamedElementDef,new named element definition,
1,identifier,NewNamedMenu,new named menu,
1,identifier,NextAFrame,next a frame,
1,identifier,NextAttrCondExprInDoc,next attribute condition expression in document,
1,identifier,NextCell,next cell,
1,identifier,NextCellInRow,next cell in row,
1,identifier,NextCellInTbl,next cell in table,
1,identifier,NextColorInDoc,next color in document,
1,identifier,NextColumnInTbl,next column in table,
1,identifier,NextCombinedFontDefnInDoc,next combined font defn in document,
1,identifier,NextCommandInSession,next command in session,
1,identifier,NextComponent,next component,
1,identifier,NextComponentInBook,next component in book,
1,identifier,NextCondFmtInDoc,next condition format in document,
1,identifier,NextDITAConrefElementInDoc,next dita conref element in document,
1,identifier,NextDITALinkElementInDoc,next dita link element in document,
1,identifier,NextDITATopicrefElementInDoc,next dita topicref element in document,
1,identifier,NextDITATopicsetrefElementInDoc,next dita topicsetref element in document,
1,identifier,NextDITAXrefElementInDoc,next dita cross reference (XREF) element in document,
1,identifier,NextElementDefInDoc,next element definition in document,
1,identifier,NextFlowInDoc,next flow in document,
1,identifier,NextFmtChangeListInDoc,next format change list in document,
1,identifier,NextFn,next footnote,
1,identifier,NextFnInDoc,next footnote in document,
1,identifier,NextGraphic,next graphic,
1,identifier,NextInlineComponentInDoc,next inline component in document,
1,identifier,NextInvalidElement,next invalid element,
1,identifier,NextKeyCatalogInSession,next key catalog in session,
1,identifier,NextMarkerTypeInDoc,next marker type in document,
1,identifier,NextRubiInDoc,next rubi in document,
1,identifier,NextRulingFmtInDoc,next ruling format in document,
1,identifier,NextSelectedComponent,next selected component,
1,identifier,NextSelectedComponentInBook,next selected component in book,
1,identifier,NextSubCol,next sub column,
1,identifier,NextTblFmtInDoc,next table format in document,
1,identifier,NextTextFrameInFlow,next text frame in flow,
1,identifier,NextVarFmtInDoc,next variable format in document,
1,identifier,NextVarInDoc,next variable in document,
1,identifier,NextVisibleColumnInTbl,next visible column in table,
1,identifier,NextXRefFmtInDoc,next x reference format in document,
1,identifier,NextXRefInDoc,next x reference in document,
1,identifier,No3DInPDF,no3 d in pdf,
1,identifier,NoColor,no color,
1,identifier,NoFlashInPDF,no flash in pdf,
1,identifier,NoMultiMediaInPDF,no multi media in pdf,
1,identifier,NoName,no name,
1,identifier,NotLoaded,not loaded,
1,identifier,NumColumns,number columns,
1,identifier,NumComputeMethod,number compute method,
1,identifier,NumCounter,number counter,
1,identifier,NumNamespaces,number namespaces,
1,identifier,NumSegments,number segments,
1,identifier,NumStyle,number style,
1,identifier,OBJ_SEL_EXTEND_NEXT,object selection extend next,
1,identifier,OBJ_SEL_FIRST,object selection first,
1,identifier,OBJ_SEL_LAST,object selection last,
1,identifier,OBJ_SEL_NEXT,object selection next,
1,identifier,OBJ_SEL_NEXT_WRAP,object selection next wrap,
1,identifier,OBJ_SEL_PREV,object selection previous,
1,identifier,OBJ_SEL_PREV_WRAP,object selection previous wrap,
1,identifier,ObjectActivateInPDF,object activate in pdf,
1,identifier,ObjectAttribute,object attribute,
1,identifier,ObjectInfo,object info,
1,identifier,ObjectOpenInFloatWindow,object open in float window,
1,identifier,ObjectSupportMMLink,object support mm link,
1,identifier,OffsetLeft,offset left,
1,identifier,OffsetTop,offset top,
1,identifier,OldTypeNum,old type number,
1,identifier,OpenDir,open dir,
1,identifier,OtherMasterPage,other master page,
1,identifier,OyamojiTextRange,oyamoji text range,
1,identifier,PGF_ANYPLACE,paragraph anyplace,
1,identifier,PGF_APPLY_CAT_TO_SEL,paragraph apply cat to selection,
1,identifier,PGF_APPLY_TAG,paragraph apply tag,
1,identifier,PGF_BAM,paragraph bam,
1,identifier,PGF_CENTER,paragraph center,
1,identifier,PGF_COLTOP,paragraph column top,
1,identifier,PGF_DECLINE,paragraph decline,
1,identifier,PGF_DESIGNKIT_APPLY,paragraph designkit apply,
1,identifier,PGF_DESIGNKIT_NEWFORMAT,paragraph designkit newformat,
1,identifier,PGF_DESIGNKIT_RESET,paragraph designkit reset,
1,identifier,PGF_DESIGNKIT_UPDATEALL,paragraph designkit update all,
1,identifier,PGF_DESIGNKIT_UPDATEOPTIONS,paragraph designkit updateoptions,
1,identifier,PGF_DESIGN_CAT,paragraph design cat,
1,identifier,PGF_DOUBLE_SPACE,paragraph double space,
1,identifier,PGF_FULL,paragraph full,
1,identifier,PGF_HYPHENOFF,paragraph hyphenoff,
1,identifier,PGF_HYPHENON,paragraph hyphenon,
1,identifier,PGF_INCLINE,paragraph incline,
1,identifier,PGF_KBD_BODYSTRADDLE,paragraph kbd bodystraddle,
1,identifier,PGF_KBD_FULLSTRADDLE,paragraph kbd fullstraddle,
1,identifier,PGF_KBD_RUN_IN,paragraph kbd run in,
1,identifier,PGF_KBD_SIDEBODY,paragraph kbd sidebody,
