count,type,codename,friendlyname,review
1,keyboard,KBD_PASTE_RTF,paste rtf,
1,keyboard,KBD_PAUSE_0x01,pause 0x01,
1,keyboard,KBD_PAUSE_0x10,pause 0x10,
1,keyboard,KBD_PAUSE_1x00,pause 1x00,
1,keyboard,KBD_PEN0,pen0,
1,keyboard,KBD_PEN1,pen1,
1,keyboard,KBD_PGFDESIGN,pgfdesign,
1,keyboard,KBD_PGFFMT_DELETE,pgffmt delete,
1,keyboard,KBD_PGFFMT_DELETE_UNUSED,pgffmt delete unused,
1,keyboard,KBD_PGFQUICK,pgfquick,
1,keyboard,KBD_PGFWIN,pgfwin,
1,keyboard,KBD_PICKOBJPROPS,pickobjprops,
1,keyboard,KBD_PODLOCATION,podlocation,
1,keyboard,KBD_POLYGTOOL,polygtool,
1,keyboard,KBD_POLYLTOOL,polyltool,
1,keyboard,KBD_POPUP_MENU,popup menu,
1,keyboard,KBD_PREVIEWFBA,previewfba,
1,keyboard,KBD_PREVIEW_ACCEPTALL,preview acceptall,
1,keyboard,KBD_PREVIEW_OFF,preview off,
1,keyboard,KBD_PREVIEW_REJECTALL,preview rejectall,
1,keyboard,KBD_PREVPAGE,prevpage,
1,keyboard,KBD_PRINT,print,
1,keyboard,KBD_PRINTSETUP,printsetup,
1,keyboard,KBD_PRINT_COMPONENTS,print components,
1,keyboard,KBD_PURIFY_ALL_LEAKS,purify all leaks,
1,keyboard,KBD_PURIFY_CLEAR_LEAKS,purify clear leaks,
1,keyboard,KBD_PURIFY_NEW_LEAKS,purify new leaks,
1,keyboard,KBD_PUTINLINE,putinline,
1,keyboard,KBD_QUIETCLOSEWIN,quietclosewin,
1,keyboard,KBD_QUITALL,quitall,
1,keyboard,KBD_QUITWIN,quitwin,
1,keyboard,KBD_RANDF,randf,
1,keyboard,KBD_RECORD,record,
1,keyboard,KBD_RECTTOOL,recttool,
1,keyboard,KBD_REDO,redo,
1,keyboard,KBD_REFERENCE,reference,
1,keyboard,KBD_REFORMATDOC,reformatdoc,
1,keyboard,KBD_REFPAGE,refpage,
1,keyboard,KBD_REFRESHWIN,refreshwin,
1,keyboard,KBD_REFRESH_DITAMAP_RMVIEW,refresh ditamap rmview,
1,keyboard,KBD_REJECTALLCHANGE,rejectallchange,
1,keyboard,KBD_REJECTCHANGE,rejectchange,
1,keyboard,KBD_REJECTCHANGEANDNEXT,rejectchangeandnext,
1,keyboard,KBD_REMOVEPOSTER,removeposter,
1,keyboard,KBD_REMOVE_STRUCT,remove struct,
1,keyboard,KBD_RENAMEFRAME,renameframe,
1,keyboard,KBD_RENAMEMARKERTYPE,renamemarkertype,
1,keyboard,KBD_RENAMEORPLAIN,renameorplain,
1,keyboard,KBD_RENAMEPAGE,renamepage,
1,keyboard,KBD_REORDERMASTER,reordermaster,
1,keyboard,KBD_REPEAT,repeat,
1,keyboard,KBD_REPEATNEW,repeatnew,
1,keyboard,KBD_REROTATE,rerotate,
1,keyboard,KBD_RESETDB,resetdb,
1,keyboard,KBD_RESHAPE,reshape,
1,keyboard,KBD_RESIZEBOX,resizebox,
1,keyboard,KBD_RESIZEBOXM,resizeboxm,
1,keyboard,KBD_RESIZELOCK,resizelock,
1,keyboard,KBD_RESIZEUNLOCK,resizeunlock,
1,keyboard,KBD_RESTORE,restore,
1,keyboard,KBD_RESTOREFONT,restorefont,
1,keyboard,KBD_RETURN,return,
1,keyboard,KBD_REVERT,revert,
1,keyboard,KBD_REWRAP_INLINE_MATH,rewrap inline math,
1,keyboard,KBD_RGLOBAL,rglobal,
1,keyboard,KBD_RM_MODE,rm mode,
1,keyboard,KBD_RONCE,ronce,
1,keyboard,KBD_ROTATE,rotate,
1,keyboard,KBD_ROTATE_AGAIN,rotate again,
1,keyboard,KBD_ROTATE_CCW,rotate ccw,
1,keyboard,KBD_ROTATE_CCW_SMALL,rotate ccw small,
1,keyboard,KBD_ROTATE_CW,rotate cw,
1,keyboard,KBD_ROTATE_CW_SMALL,rotate cw small,
1,keyboard,KBD_ROTATE_NATURAL,rotate natural,
1,keyboard,KBD_ROTATE_RESET0,rotate reset0,
1,keyboard,KBD_ROTPAGE_MINUS,rotpage minus,
1,keyboard,KBD_ROTPAGE_NORM,rotpage norm,
1,keyboard,KBD_ROTPAGE_PLUS,rotpage plus,
1,keyboard,KBD_ROT_MINUS,rot minus,
1,keyboard,KBD_ROT_PLUS,rot plus,
1,keyboard,KBD_ROUNDRECT,roundrect,
1,keyboard,KBD_RUBIPROPS,rubiprops,
1,keyboard,KBD_RULERS,rulers,
1,keyboard,KBD_RUN_BBOX,run bbox,
1,keyboard,KBD_RUN_CONTOUR,run contour,
1,keyboard,KBD_RUN_GAP,run gap,
1,keyboard,KBD_RUN_OFF,run off,
1,keyboard,KBD_RUN_PROPS,run properties,
1,keyboard,KBD_SAVE,save,
1,keyboard,KBD_SAVEALL,saveall,
1,keyboard,KBD_SAVEAS,saveas,
1,keyboard,KBD_SAVEASDBRE,saveasdbre,
1,keyboard,KBD_SAVEASPDF,saveaspdf,
1,keyboard,KBD_SAVEASPDFREVIEW,saveaspdfreview,
1,keyboard,KBD_SAVEASPDFREVIEW2,saveaspdfreview2,
1,keyboard,KBD_SAVEASPDFSHARE,saveaspdfshare,
1,keyboard,KBD_SAVEASPDFUBIQ,saveaspdfubiq,
1,keyboard,KBD_SAVEASXML,saveasxml,
1,keyboard,KBD_SAVEDBRE,savedbre,
1,keyboard,KBD_SAVEFMX,savefmx,
1,keyboard,KBD_SAVEMETA,savemeta,
1,keyboard,KBD_SAVESAS,savesas,
1,keyboard,KBD_SAVE_COMPONENTS,save components,
1,keyboard,KBD_SCALE,scale,
1,keyboard,KBD_SCREENMODE_FULLSCREEN,screenmode fullscreen,
1,keyboard,KBD_SCREENMODE_FULLSCREEN_UI,screenmode fullscreen ui,
1,keyboard,KBD_SCREENMODE_STANDARD,screenmode standard,
1,keyboard,KBD_SCREENMODE_TOGGLE,screenmode toggle,
1,keyboard,KBD_SEARCH,search,
1,keyboard,KBD_SEARCHREFS,searchrefs,
1,keyboard,KBD_SELECTALL,selectall,
1,keyboard,KBD_SELECT_CHAPTER_COMPONENTS,select chapter components,
1,keyboard,KBD_SELECT_EXCLUDED_FILE,select excluded file,
1,keyboard,KBD_SELECT_FM_FILES,select fm files,
1,keyboard,KBD_SELECT_GENERATED_FILES,select generated files,
1,keyboard,KBD_SELECT_NONEXCLUDED_FIL,select nonexcluded fil,
1,keyboard,KBD_SELECT_NON_GENERATED_,select non generated,
1,keyboard,KBD_SELECT_PRINTABLE_FILES,select printable files,
1,keyboard,KBD_SELECT_SECTION_COMPON,select section compon,
1,keyboard,KBD_SELECT_SUBSECTION_COM,select subsection com,
1,keyboard,KBD_SEPARATIONS,separations,
1,keyboard,KBD_SESSION,session,
1,keyboard,KBD_SETALIGN_PROPS,setalign properties,
1,keyboard,KBD_SETCAP,setcap,
1,keyboard,KBD_SETCAP_0,setcap 0,
1,keyboard,KBD_SETCAP_1,setcap 1,
1,keyboard,KBD_SETCAP_2,setcap 2,
1,keyboard,KBD_SETCAP_3,setcap 3,
1,keyboard,KBD_SETCAP_OPTION,setcap option,
1,keyboard,KBD_SETDASH,setdash,
1,keyboard,KBD_SETDASH_0,setdash 0,
1,keyboard,KBD_SETDASH_1,setdash 1,
1,keyboard,KBD_SETDASH_2,setdash 2,
1,keyboard,KBD_SETDASH_3,setdash 3,
1,keyboard,KBD_SETDASH_4,setdash 4,
1,keyboard,KBD_SETDASH_5,setdash 5,
1,keyboard,KBD_SETDASH_6,setdash 6,
1,keyboard,KBD_SETDASH_7,setdash 7,
1,keyboard,KBD_SETDASH_8,setdash 8,
1,keyboard,KBD_SETDASH_OPTION,setdash option,
1,keyboard,KBD_SETDISTRIBUTE_PROPS,setdistribute properties,
1,keyboard,KBD_SETELCATALL,setelcatall,
1,keyboard,KBD_SETELCATCHILD,setelcatchild,
1,keyboard,KBD_SETELCATFREQ,setelcatfreq,
1,keyboard,KBD_SETELCATLOOSE,setelcatloose,
1,keyboard,KBD_SETELCATSTRICT,setelcatstrict,
1,keyboard,KBD_SETFILL,setfill,
1,keyboard,KBD_SETFILL_0,setfill 0,
1,keyboard,KBD_SETFILL_1,setfill 1,
1,keyboard,KBD_SETFILL_2,setfill 2,
1,keyboard,KBD_SETFILL_3,setfill 3,
1,keyboard,KBD_SETFILL_4,setfill 4,
1,keyboard,KBD_SETFILL_5,setfill 5,
1,keyboard,KBD_SETFILL_6,setfill 6,
1,keyboard,KBD_SETFILL_7,setfill 7,
1,keyboard,KBD_SETFILL_8,setfill 8,
1,keyboard,KBD_SETFILL_9,setfill 9,
1,keyboard,KBD_SETFILL_A,setfill a,
1,keyboard,KBD_SETFILL_B,setfill b,
1,keyboard,KBD_SETFILL_C,setfill c,
1,keyboard,KBD_SETFILL_D,setfill d,
1,keyboard,KBD_SETFILL_E,setfill e,
1,keyboard,KBD_SETFILL_F,setfill f,
1,keyboard,KBD_SETFROMCOLOR,setfromcolor,
1,keyboard,KBD_SETKNOCKOUT,setknockout,
1,keyboard,KBD_SETOVERPRINT,setoverprint,
1,keyboard,KBD_SETPEN,setpen,
1,keyboard,KBD_SETPEN_0,setpen 0,
1,keyboard,KBD_SETPEN_1,setpen 1,
1,keyboard,KBD_SETPEN_2,setpen 2,
1,keyboard,KBD_SETPEN_3,setpen 3,
1,keyboard,KBD_SETPEN_4,setpen 4,
1,keyboard,KBD_SETPEN_5,setpen 5,
1,keyboard,KBD_SETPEN_6,setpen 6,
1,keyboard,KBD_SETPEN_7,setpen 7,
1,keyboard,KBD_SETPEN_8,setpen 8,
1,keyboard,KBD_SETPEN_9,setpen 9,
1,keyboard,KBD_SETPEN_A,setpen a,
1,keyboard,KBD_SETPEN_B,setpen b,
1,keyboard,KBD_SETPEN_C,setpen c,
1,keyboard,KBD_SETPEN_D,setpen d,
1,keyboard,KBD_SETPEN_E,setpen e,
1,keyboard,KBD_SETPEN_F,setpen f,
1,keyboard,KBD_SETPOSTER,setposter,
1,keyboard,KBD_SETRUN_PROPS,setrun properties,
1,keyboard,KBD_SETSEARCH,setsearch,
1,keyboard,KBD_SETSEP,setsep,
1,keyboard,KBD_SETSEP_ALL,setsep all,
1,keyboard,KBD_SETSEP_KEEP,setsep keep,
1,keyboard,KBD_SETSEP_RESET_TINT_OVER,setsep reset tint over,
1,keyboard,KBD_SETSIDES,setsides,
1,keyboard,KBD_SETSOLID,setsolid,
1,keyboard,KBD_SETTINT,settint,
1,keyboard,KBD_SETWIDTH,setwidth,
1,keyboard,KBD_SETWIDTH_0,setwidth 0,
1,keyboard,KBD_SETWIDTH_1,setwidth 1,
1,keyboard,KBD_SETWIDTH_2,setwidth 2,
1,keyboard,KBD_SETWIDTH_3,setwidth 3,
1,keyboard,KBD_SETWIDTH_OPTION,setwidth option,
1,keyboard,KBD_SETWIDTH_SLIDE,setwidth slide,
1,keyboard,KBD_SET_TEXTFRAME_GRID,set textframe grid,
1,keyboard,KBD_SHFTSPACE,shftspace,
1,keyboard,KBD_SHOWNEXT,shownext,
1,keyboard,KBD_SHOWPREV,showprev,
1,keyboard,KBD_SHOW_BORDERS,show borders,
1,keyboard,KBD_SHOW_COND_IND,show condition ind,
1,keyboard,KBD_SHOW_ELEM_BORDER,show element border,
1,keyboard,KBD_SHOW_ELEM_CTX,show element context,
1,keyboard,KBD_SHOW_ELEM_CTX_AV,show element context av,
1,keyboard,KBD_SHOW_ELEM_TAGS,show element tags,
1,keyboard,KBD_SHOW_GRAPHICS,show graphics,
1,keyboard,KBD_SHOW_GRID,show grid,
1,keyboard,KBD_SHOW_HOTSPOTINDICATORS,show hotspotindicators,
1,keyboard,KBD_SHOW_LINK_BOUNDARIES,show link boundaries,
1,keyboard,KBD_SHOW_RULERS,show rulers,
1,keyboard,KBD_SHOW_SYMBOLS,show symbols,
1,keyboard,KBD_SILENT_OPEN,silent open,
1,keyboard,KBD_SINGLE_QUOTE,single quote,
1,keyboard,KBD_SLOW_0x00,slow 0x00,
1,keyboard,KBD_SLOW_0x01,slow 0x01,
1,keyboard,KBD_SLOW_0x10,slow 0x10,
1,keyboard,KBD_SLOW_1x00,slow 1x00,
1,keyboard,KBD_SMALLTOOLWIN,smalltoolwin,
1,keyboard,KBD_SMEQN,smeqn,
1,keyboard,KBD_SMOOTH,smooth,
1,keyboard,KBD_SNAP,snap,
1,keyboard,KBD_SNAP_0,snap 0,
1,keyboard,KBD_SNAP_1,snap 1,
1,keyboard,KBD_SOFTHYPHEN,softhyphen,
1,keyboard,KBD_SPELLING,spelling,
1,keyboard,KBD_SPELLRESET,spellreset,
1,keyboard,KBD_SPLIT,split,
1,keyboard,KBD_SPLITL,splitl,
1,keyboard,KBD_SPLITR,splitr,
1,keyboard,KBD_SPOPTIONS,spoptions,
1,keyboard,KBD_STRIP_FLOWSTRUCTURE,strip flowstructure,
1,keyboard,KBD_STRWIN,strwin,
1,keyboard,KBD_STRWIN_LEFTANCHOR,strwin leftanchor,
1,keyboard,KBD_STUFF,stuff,
1,keyboard,KBD_STUFF_ITEM,stuff item,
1,keyboard,KBD_STYLEFMT_DELETE,stylefmt delete,
1,keyboard,KBD_STYLE_CATALOG,style catalog,
1,keyboard,KBD_STYLE_DESIGNER,style designer,
1,keyboard,KBD_STYLExxx,styl exxx,
1,keyboard,KBD_SUBSCRIBE_TO,subscribe to,
1,keyboard,KBD_SWAP_RED_BLUE,swap red blue,
1,keyboard,KBD_SYMBOLS,symbols,
1,keyboard,KBD_SYMFONT,symfont,
1,keyboard,KBD_TAB,tab,
1,keyboard,KBD_TABLEWIN,tablewin,
1,keyboard,KBD_TABLE_ADDRC,table addrc,
1,keyboard,KBD_TABLE_CELLFMT,table cellfmt,
1,keyboard,KBD_TABLE_CONVERT,table convert,
1,keyboard,KBD_TABLE_CUSTRS,table custrs,
1,keyboard,KBD_TABLE_DEBUG,table debug,
1,keyboard,KBD_TABLE_EXIT_IP,table exit ip,
1,keyboard,KBD_TABLE_FORMAT,table format,
1,keyboard,KBD_TABLE_INS,table insert,
1,keyboard,KBD_TABLE_RESIZECOL,table resizecol,
1,keyboard,KBD_TABLE_ROWFMT,table rowfmt,
1,keyboard,KBD_TABLE_RULES,table rules,
1,keyboard,KBD_TABLE_STRADDLE,table straddle,
1,keyboard,KBD_TABLE_TAB,table tab,
1,keyboard,KBD_TAB_CENTER,tab center,
1,keyboard,KBD_TAB_DECIMAL,tab decimal,
1,keyboard,KBD_TAB_LEFT,tab left,
1,keyboard,KBD_TAB_RIGHT,tab right,
1,keyboard,KBD_TAGSTATUS,tagstatus,
1,keyboard,KBD_TBLFMT_DELETE,tblfmt delete,
1,keyboard,KBD_TBLFMT_DELETE_UNUSED,tblfmt delete unused,
1,keyboard,KBD_TBLIP_ABOVE,tblip above,
1,keyboard,KBD_TBLIP_BELOW,tblip below,
1,keyboard,KBD_TBLIP_BOTTOM,tblip bottom,
1,keyboard,KBD_TBLIP_LEFT,tblip left,
1,keyboard,KBD_TBLIP_LEFTMOST,tblip leftmost,
1,keyboard,KBD_TBLIP_NEXT,tblip next,
1,keyboard,KBD_TBLIP_PREV,tblip previous,
1,keyboard,KBD_TBLIP_RIGHT,tblip right,
1,keyboard,KBD_TBLIP_RIGHTMOST,tblip rightmost,
1,keyboard,KBD_TBLIP_TOP,tblip top,
1,keyboard,KBD_TBLIP_TOPLEFT,tblip topleft,
1,keyboard,KBD_TBLSEL_CELL,tblsel cell,
1,keyboard,KBD_TBLSEL_CELLTEXT,tblsel celltext,
1,keyboard,KBD_TBLSEL_COL,tblsel column,
1,keyboard,KBD_TBLSEL_COLBODY,tblsel colbody,
1,keyboard,KBD_TBLSEL_ROW,tblsel row,
1,keyboard,KBD_TBLSEL_TABLE,tblsel table,
1,keyboard,KBD_TBL_DLG_ADD_ABOVE,table dialog add above,
1,keyboard,KBD_TBL_DLG_ADD_BELOW,table dialog add below,
1,keyboard,KBD_TBL_DLG_ADD_LEFT,table dialog add left,
1,keyboard,KBD_TBL_DLG_ADD_RIGHT,table dialog add right,
1,keyboard,KBD_TBL_DLG_CLEAR_EMPTY,table dialog clear empty,
1,keyboard,KBD_TBL_DLG_CLEAR_X,table dialog clear x,
1,keyboard,KBD_TBL_DLG_PASTE_AFTER,table dialog paste after,
1,keyboard,KBD_TBL_DLG_PASTE_BEFORE,table dialog paste before,
1,keyboard,KBD_TBL_DLG_PASTE_REPL,table dialog paste repl,
1,keyboard,KBD_TBL_DLG_SHRINKWRAP,table dialog shrinkwrap,
1,keyboard,KBD_TBL_DLG_UNIFY_CF,table dialog unify cf,
1,keyboard,KBD_TBL_DLG_UNIFY_TF,table dialog unify tf,
1,keyboard,KBD_TC_SEARCH_BOOK,tc search book,
1,keyboard,KBD_TC_SEARCH_DITAMAP,tc search ditamap,
1,keyboard,KBD_TC_SEARCH_DOC,tc search document,
1,keyboard,KBD_TC_SEARCH_SEL,tc search selection,
1,keyboard,KBD_TC_USER_NAME,tc user name,
1,keyboard,KBD_TEST_MODAL,test modal,
1,keyboard,KBD_TEST_MODELESS,test modeless,
1,keyboard,KBD_TEST_PRINTDBRE,test printdbre,
1,keyboard,KBD_TEXTCOLPRO,textcolpro,
1,keyboard,KBD_TEXTLTOOL,textltool,
1,keyboard,KBD_TEXTRTOOL,textrtool,
1,keyboard,KBD_TEXT_OPTIONS,text options,
1,keyboard,KBD_THESAURUS,thesaurus,
1,keyboard,KBD_THESAURUS_REPLACE,thesaurus replace,
1,keyboard,KBD_THINSPACE,thinspace,
1,keyboard,KBD_TOC,toc,
1,keyboard,KBD_TOGGLEDRAW,toggledraw,
1,keyboard,KBD_TOGGLE_COLLAPSE,toggle collapse,
1,keyboard,KBD_TOGGLE_COLLAPSE_ALL,toggle collapse all,
1,keyboard,KBD_TOGGLE_COLLAPSE_CHILD,toggle collapse child,
1,keyboard,KBD_TOGGLE_INCLUSION,toggle inclusion,
1,keyboard,KBD_TOGGLE_STRUCT_AND_DO,toggle struct and do,
1,keyboard,KBD_TOOLBAR_BASE,toolbar base,
1,keyboard,KBD_TOOLBAR_HIDEALL,toolbar hideall,
1,keyboard,KBD_TOOLBAR_SHOWALL,toolbar showall,
1,keyboard,KBD_TOOLWIN,toolwin,
1,keyboard,KBD_TRACKCHANGE,trackchange,
1,keyboard,KBD_TRACKCHANGEDISABLE,trackchangedisable,
1,keyboard,KBD_UIALERTSTRINGS_PREF,uialertstrings pref,
1,keyboard,KBD_UI_PREFERENCE,ui preference,
1,keyboard,KBD_UNCOND,uncond,
1,keyboard,KBD_UNDO,undo,
1,keyboard,KBD_UNGROUP,ungroup,
1,keyboard,KBD_UNSMOOTH,unsmooth,
1,keyboard,KBD_UPDATEREF,updateref,
1,keyboard,KBD_UPSTACK,upstack,
1,keyboard,KBD_USEELTDEFSFROM,useeltdefsfrom,
1,keyboard,KBD_USEFMTFROM,usefmtfrom,
1,keyboard,KBD_VALIDATE_HYPERTEXT,validate hypertext,
1,keyboard,KBD_VALIDATION,validation,
1,keyboard,KBD_VAL_ALLOW,value allow,
1,keyboard,KBD_VAL_CLEAR,value clear,
1,keyboard,KBD_VAL_DOC,value document,
1,keyboard,KBD_VAL_ELEM,value element,
1,keyboard,KBD_VAL_FLOW,value flow,
1,keyboard,KBD_VAL_IGNORE,value ignore,
1,keyboard,KBD_VAL_IGNORE_ATTR,value ignore attribute,
1,keyboard,KBD_VAL_START,value start,
1,keyboard,KBD_VARCURDATE,varcurdate,
1,keyboard,KBD_VARCURPG,varcurpg,
1,keyboard,KBD_VARIABLE,variable,
1,keyboard,KBD_VAROTHER,varother,
1,keyboard,KBD_VARPGCOUNT,varpgcount,
1,keyboard,KBD_VARQUICK,varquick,
1,keyboard,KBD_VERIFYCONTEXT,verifycontext,
1,keyboard,KBD_VIEWER,viewer,
1,keyboard,KBD_VIEWER_MAKE_DOCUMEN,viewer make documen,
1,keyboard,KBD_VIEWER_MAKE_MODELESS,viewer make modeless,
1,keyboard,KBD_VIEWER_MAKE_PALETTE,viewer make palette,
1,keyboard,KBD_VIEWSEP1,viewsep1,
1,keyboard,KBD_VIEWSEP2,viewsep2,
1,keyboard,KBD_VIEWSEP3,viewsep3,
1,keyboard,KBD_VIEWSEP4,viewsep4,
1,keyboard,KBD_VIEWSEP5,viewsep5,
1,keyboard,KBD_VIEWSEP6,viewsep6,
1,keyboard,KBD_VIEW_API,view api,
1,keyboard,KBD_VIEW_API_SHORTCUT,view api shortcut,
1,keyboard,KBD_VIEW_SWITCH,view switch,
1,keyboard,KBD_VSCROLL,vscroll,
1,keyboard,KBD_WAIT_DLGS,wait dlgs,
1,keyboard,KBD_WIDTH0,width0,
1,keyboard,KBD_WIDTH1,width1,
1,keyboard,KBD_WINDOWFULL_DOWN,windowfull down,
1,keyboard,KBD_WINDOWFULL_UP,windowfull up,
1,keyboard,KBD_WIN_CASCADE,win cascade,
1,keyboard,KBD_WIN_TILE,win tile,
1,keyboard,KBD_WRAPQUICK,wrapquick,
1,keyboard,KBD_XCHARS,xchars,
1,keyboard,KBD_XREFSPOD,xrefspod,
1,keyboard,KBD_XYZZQ,xyzzq,
1,keyboard,KBD_XYZZY,xyzzy,
1,keyboard,KBD_XYZZZ,xyzzz,
1,keyboard,KBD_YANK,yank,
1,keyboard,KBD_ZOOM,zoom,
1,keyboard,KBD_ZOOM100,zoom100,
1,keyboard,KBD_ZOOMIN,zoomin,
1,keyboard,KBD_ZOOMOUT,zoomout,
1,keyboard,KBD_ZOOM_AUTOxxxOM,zoom aut oxxx om,
1,keyboard,KBD_ZOOM_FIT_PAGE,zoom fit page,
1,keyboard,KBD_ZOOM_FIT_TEXTFRAME,zoom fit textframe,
1,keyboard,KBD_ZOOM_FIT_WINDOW,zoom fit window,
1,keyboard,KBD_ZOOM_SET,zoom set,
29,object,FO_Pgf,paragraph,
17,object,FO_Color,color,
14,object,FO_AFrame,a frame,
12,object,FO_Flow,flow,
12,object,FO_TextFrame,text frame,
10,object,FO_Element,element,
10,object,FO_Fn,footnote,
10,object,FO_TiApiClient,text inset api client,
10,object,FO_TiFlow,text inset flow,
10,object,FO_TiText,text inset text,
10,object,FO_TiTextTable,text inset text table,
9,object,FO_RulingFmt,ruling format,
9,object,FO_TextLine,text line,
8,object,FO_Cell,cell,
8,object,FO_ElementDef,element definition,
8,object,FO_SubCol,sub column,
8,object,FO_Tbl,table,
8,object,FO_UnanchoredFrame,unanchored frame,
8,object,FO_XRef,x reference,
7,object,FO_CombinedFontDefn,combined font defn,
7,object,FO_Marker,marker,
7,object,FO_Var,variable,
6,object,FO_CondFmt,condition format,
6,object,FO_Doc,document,
6,object,FO_Group,group,
6,object,FO_MasterPage,master page,
5,object,FO_BodyPage,body page,
5,object,FO_Row,row,
5,object,FO_Rubi,rubi,
4,object,FO_BookComponent,book component,
4,object,FO_FmtChangeList,format change list,
4,object,FO_FmtRule,format rule,
4,object,FO_FmtRuleClause,format rule clause,
4,object,FO_HiddenPage,hidden page,
4,object,FO_Menu,menu,
4,object,FO_Page,page,
4,object,FO_PgfFmt,paragraph format,
4,object,FO_RefPage,reference page,
4,object,FO_TblFmt,table format,
4,object,FO_VarFmt,variable format,
3,object,FO_CharFmt,character format,
3,object,FO_MarkerType,marker type,
3,object,FO_Session,session,
2,object,FO_AttrCondExpr,attribute condition expression,
2,object,FO_Book,book,
2,object,FO_Command,command,
2,object,FO_Graphic,graphic,
2,object,FO_Line,line,
2,object,FO_MenuItemSeparator,menu item separator,
2,object,FO_Rectangle,rectangle,
2,object,FO_XRefFmt,x reference format,
1,object,FO_Alert,alert,
1,object,FO_AnchoredFrame,anchored frame,
1,object,FO_Arc,arc,
1,object,FO_Bad,bad,
1,object,FO_BookID,book id,
1,object,FO_CMSConnection,content management system connection,
1,object,FO_CMSObject,content management system object,
1,object,FO_CMSObject2,content management system object2,
1,object,FO_CMSRegistration,content management system registration,
1,object,FO_CMSSession,content management system session,
1,object,FO_Cblock,cblock,
1,object,FO_CellID,cell id,
1,object,FO_CursorResource,cursor resource,
1,object,FO_DBGroup,db group,
1,object,FO_DialogResource,dialog resource,
1,object,FO_DitaMap,dita map,
1,object,FO_DlgBox,dialog box,
1,object,FO_DlgButton,dialog button,
1,object,FO_DlgCheckBox,dialog check box,
1,object,FO_DlgEditBox,dialog edit box,
1,object,FO_DlgImage,dialog image,
1,object,FO_DlgLabel,dialog label,
1,object,FO_DlgListView,dialog list view,
1,object,FO_DlgPopUp,dialog pop up,
1,object,FO_DlgRadioButton,dialog radio button,
1,object,FO_DlgScrollBar,dialog scroll bar,
1,object,FO_DlgScrollBox,dialog scroll box,
1,object,FO_DlgTriBox,dialog tri box,
1,object,FO_Ellipse,ellipse,
1,object,FO_First_Internal,first internal,
1,object,FO_Frame,frame,
1,object,FO_GraphicsFmt,graphics format,
1,object,FO_Inset,inset,
1,object,FO_Iterator,iterator,
1,object,FO_KeyCatalog,key catalog,
1,object,FO_Last_Graphic,last graphic,
1,object,FO_Last_Internal,last internal,
1,object,FO_Last_Page,last page,
1,object,FO_Math,math,
1,object,FO_MenuCell,menu cell,
1,object,FO_MenuItemSeparat,menu item separat,
1,object,FO_Num,number,
1,object,FO_Polygon,polygon,
1,object,FO_Polyline,polyline,
1,object,FO_RoundRect,round rectangle,
1,object,FO_RowID,row id,
1,object,FO_RulingFmtID,ruling format id,
1,object,FO_StringResource,string resource,
1,object,FO_SubCell,sub cell,
1,object,FO_SubCond,sub condition,
1,object,FO_SubDash,sub dash,
1,object,FO_SubPblock,sub pblock,
1,object,FO_SubStyle,sub style,
1,object,FO_SubTbl,sub table,
1,object,FO_SubTextDef,sub text definition,
1,object,FO_TextInset,text inset,
1,object,FO_UFrame,u frame,
1,object,FO_XLast_Graphic,x last graphic,
1,object,FO_XRefFmtID,x reference format id,
1,object,FO_XrefFmt,cross reference (XREF) format,
3,property,FP_InCond,in condition,
2,property,FP_ActiveDoc,active document,
2,property,FP_BannerTextDisplay,banner text display,
2,property,FP_Capitalization,capitalization,
2,property,FP_CharTag,character tag,
2,property,FP_FlowIsSynchronized,flow is synchronized,
2,property,FP_MainFlowInDoc,main flow in document,
1,property,FP_AFrameIsCropped,a frame is cropped,
1,property,FP_AFrameIsFloating,a frame is floating,
1,property,FP_AcrobatBookmarkDisplayTags,acrobat bookmark display tags,
1,property,FP_AcrobatLevel,acrobat level,
1,property,FP_ActiveAlert,active alert,
1,property,FP_ActiveBook,active book,
1,property,FP_ActiveView,active view,
1,property,FP_AddMarkerTypeToStandardMarkers,add marker type to standard markers,
1,property,FP_AdjHyphens,adj hyphens,
1,property,FP_Alert,alert,
1,property,FP_AlertClientName,alert client name,
1,property,FP_AlertClientUnique,alert client unique,
1,property,FP_AlertString,alert string,
1,property,FP_AlertType,alert type,
1,property,FP_Alignment,alignment,
1,property,FP_AllowAsSpecialCase,allow as special case,
1,property,FP_AllowBaseFamilyBoldedAndObliqued,allow base family bolded and obliqued,
1,property,FP_AllowNewFileURL,allow new file url,
1,property,FP_AllowedDataRange,allowed data range,
1,property,FP_AlsoInsert,also insert,
1,property,FP_AlsoInserts,also inserts,
1,property,FP_AnchorType,anchor type,
1,property,FP_Angle,angle,
1,property,FP_ApplyEOPRules,apply eop rules,
1,property,FP_ApplyFormatRules,apply format rules,
1,property,FP_ArrowBaseAngle,arrow base angle,
1,property,FP_ArrowLength,arrow length,
1,property,FP_ArrowScaleFactor,arrow scale factor,
1,property,FP_ArrowScaleHead,arrow scale head,
1,property,FP_ArrowTipAngle,arrow tip angle,
1,property,FP_ArrowType,arrow type,
1,property,FP_AttrCondExprIsActive,attribute condition expression is active,
1,property,FP_AttrCondExprStr,attribute condition expression string,
1,property,FP_AttrDisplay,attribute display,
1,property,FP_AttributeDefs,attribute defs,
